,0,1,2,3,4
210,"US should hike the federal gas tax to pay for roads, says Trump infrastructure advisor LeFrak",Politics,31-05-2017,"VIDEO2:5202:52Richard LeFrak: Trump team anxious to get infrastructure 'on the table'Squawk BoxHistorically low interest rates present ""the best time in the world"" to borrow money to help fund President Donald Trump's desire to spend $1 trillion to build the nation's infrastructure, Richard LeFrak told CNBC on Wednesday.Even with more Federal Reserve rates hikes expected this year, the cost of borrowing is ""delicious,"" said LeFrak, who along with Vornado's Steven Roth is leading a White House council on fostering public-private partnerships to help pay for infrastruture projects.The president's budget proposal, unveiled last week, called for $200 billion in federal infrastructure funds with hopes to leverage $800 billion more in private and state government investments.LeFrak said he would advocate an increase in the gas tax to help pay for infrastructure projects. Revenue from the levy goes to the Highway Trust Fund, which pays for road construction and mass transportation.But he argued it wouldn't really be an increase: ""You'd be leveling it to where it would have been had they adjusted it for inflation in 1993.""""If they did adjust it for inflation ... it actually would produce tens of billions of dollars to annual revenue that would be reinvested,"" he added. He acknowledged that a gas tax hike would hurt lower-income Americans more than the wealthy.Earlier in May, Trump said he would consider raising the federal gasoline tax, which is 18.4 cents a gallon on retail gas and 24.4 cents a gallon for diesel. The average state tax on gasoline was 27.3 cents as of Jan. 1.",https://www.cnbc.com/2017/05/31/delicious-low-rates-make-infrastructure-borrowing-a-no-brainer-says-trump-advisor-lefrak.html
211,Tax burdens prompt more Americans to ditch their citizenship,"Your Money, Your Future",31-05-2017,"VIDEO1:2401:24Tax burdens prompt more Americans to ditch their citizenshipNews VideosAmericans abroad have just about had it with Uncle Sam's tax filing requirements.Those were the findings from a recent survey of more than 2,100 U.S. expatriates, according to Greenback Expat Tax Services, which specializes in working with American taxpayers residing overseas.Just over 4 in 10 respondents said that while they aren't planning to renounce their U.S. citizenship, they wouldn't rule it out, and 19 percent said they're seriously considering it.Half of those who are either planning or considering giving up their citizenship say the primary reason is the burden of U.S. tax rules.""Tax requirements like the  Foreign Account Tax Compliance Act (FATCA) and the  report of foreign bank and financial accounts (FBAR) start to become more painful for people and they write to their congressperson, seeking action,"" said David McKeegan, co-founder of Greenback Expat Tax Services and an American residing in Indonesia.""There's nobody lobbying on the behalf of these people and fighting for your average American living overseas,"" he said.Here are some of the tax issues facing the estimated 9 million Americans who live abroad.Filing complexitiesTwo-thirds of the expats polled said they do not feel they should be required to file U.S. tax returns each year \xe2\x80\x94 even though more than 6 in 10 said they either didn't owe Uncle Sam anything or hadn't received a refund last year.Filing aside, however, citizens abroad still face plenty of reporting requirements each year to keep the IRS and Treasury up to date on their holdings in foreign bank accounts.VIDEO1:0401:04Three smart ways to spend your tax refundsYour Money, Your FutureFATCA requires taxpayers to file  Form 8938, a statement of specified foreign financial assets.These Americans abroad must also file an  FBAR if they had an interest in or signature authority over at least one account outside the U.S. and the aggregate value of all the foreign accounts exceeded $10,000 at any time in the year.Penalties are painful for those who  fail to file an FBAR. You may have to cough up as much as $10,000 for nonwillful violations. If you knowingly ditch the requirement, you may have to shell out $100,000 in penalties or 50 percent of the balance in the account.Of course, even the act of filing is cumbersome for expats.There's nobody lobbying on the behalf of these people and fighting for your average American living overseas.David McKeeganco-founder, Greenback Expat Tax Services""First you deal with the foreign currency conversion,"" said McKeegan.""Then you have to collect your bank records to show interest and capital gains; not every place will provide that information the way U.S. banks do in a 1099-style form,"" he said.Meanwhile, foreign retirement savings accounts are subject to a different tax treatment under the U.S. tax laws. For instance,  contributions to superannuation funds in Australia may be subject to taxes, said McKeegan.Pause before you bailLast year, a record 5,411 individuals renounced their citizenship or ended their long-term residency in the U.S., according to  data from the Treasury. That's a 26 percent increase from 2015 when 4,279 people did so.If you give up your U.S. citizenship, you may have to pay an  exit tax.In this case, the IRS would require you to estimate your assets at fair market value and treat them as if you sold them the day before you became an expatriate.What you owe will be based on the type of asset you own. For instance, if you have a brokerage account, you could be on the hook for a tax as high as 20 percent, plus a 3.8 percent net investment income tax. Other holdings could be subject to federal income taxes, which have a top rate of 39.6 percent.You may encounter additional complications related to  estate and gift tax planning, too: U.S. citizens generally can exclude up to $5.49 million from estate taxes.Once you give up your citizenship, your stateside heirs could be on the hook for a 40 percent tax on assets they receive from you or your estate.""Since the person expatriated, the U.S. can't claim taxes from the donor,"" said Joshua Ashman, a CPA and co-founder of Expat Tax Professionals. ""You need good planning to avoid the pitfalls in gift taxation after expatriation.""",https://www.cnbc.com/2017/05/31/taxes-are-driving-these-americans-to-consider-giving-up-citizenship.html
212,Weekly mortgage applications fall 3.4% as homebuyers find little for sale,Real Estate,31-05-2017,"Prospective buyers tour a new home for sale in Denver, Colorado.Matthew Staver | Bloomberg | Getty ImagesIf consumers can't find a home to buy, then they don't need a mortgage. That's what's likely driving the weakness in mortgage applications, which fell 3.4 percent last week from the previous week.The seasonally adjusted index from the Mortgage Bankers Association now stands 14 percent lower than one year ago.""Home sales remain constrained by a lack of inventory across the country, as evidenced by home price growth running almost three times the pace of overall inflation,"" said Michael Fratantoni, chief economist for the MBA.Mortgage applications to purchase a home fell 1 percent for the week and have fallen 5 percent in the past four weeks, the height of the spring market. Still, they are 7 percent higher than the same week one year ago. Demand for housing has been strong this spring, but the supply of homes for sale continues to drop.Two weeks ago, mortgage rates dropped to the lowest level of the year, prompting a jump in refinance business, but they stayed put last week. The average contract interest rate for 30-year fixed-rate mortgages with conforming loan balances of $424,100 or less remained at 4.17 percent, with points decreasing to 0.32 from 0.39, including the origination fee, for 80 percent loan-to-value ratio loans.Applications to refinance dropped 6 percent for the week and are 31 percent lower than the same week one year ago, when rates were lower. Interest rates continued to move sideways this week, but that could change Friday with the release of the government's monthly employment report.""In modern economic history, this report has the biggest potential to move rates \xe2\x80\x94 at least when it comes to 'economic reports,'"" wrote Matthew Graham, chief operating officer of Mortgage News Daily.",https://www.cnbc.com/2017/05/31/weekly-mortgage-applications-fall-3-point-4-percent-as-homebuyers-find-little-for-sale.html
213,"Your first trade for Wednesday, May 31",Fast Money,31-05-2017,"VIDEO0:5800:58\xe2\x80\x9cFast Money\xe2\x80\x9d final trades: V, BABA & moreFast MoneyThe ""Fast Money"" traders shared their first moves for the final day of May.Pete Najarian was a buyer of Visa.Tim Seymour was a buyer of Alibaba.Dan Nathan was a seller of the .Guy Adami was a buyer of Micron.Trader disclosure: On May 30, 2017, the following stocks and commodities mentioned or intended to be mentioned on CNBC's ""Fast Money"" were owned by the ""Fast Money"" traders:  Pete Najarian owns calls BAC, BUD, CHK, CPN, CRM, CSX, DAL, EOG, FEYE, GS, KMI, LNG, MDLZ, NBL, NBR, ORCL, PEP, RF, TECK, UNP, WFM, XLE. Pete Najarian is long AAP, AAPL, BAC, CL, DIS, DLTR, FSLR, GILD, GIS, GM, IBM, JWN, K, KMX, KO, KORS, LUX, MRK, MSFT, PEP, PFE, RL, TPX, V, WDC, WFT. Pete Najarian owns calls BAC, BUD, CHK, CPN, CRM, CSX, DAL, EOG, FEYE, GS, KMI, LNG, MDLZ, NBL, NBR, ORCL, PEP, RF, TECK, UNP, WFM, XLE.  Tim Seymour is long ABX, AAPL, APC, AVP, BAC, BBRY, C, CLF, CVX, DO, DVYE, EDC, EWN, EWZ, F, FB, FCX, FXI, GM, GOOGL, GE, INTC, LQD, MAT, MOS, MCD, MUR, OIH, PG, RACE, RAI, RH, RL, SINA, SQ,T, TWTR, VALE, VRX, VZ, XOM. short: EEM, SPY, XRT. Tim's firm is long ABX, BABA, BIDU, CBD, CLF, EEM, EWZ, F, KO, MCD, MPEL, NKE, PEP, PF, TCEHY, SAVE, SBUX, SINA, VALE, VIAB, WMT, WEN, X, YHOO, short EWG, HYG, IWM. Dan Nathan is long SPY May put spread, XLV long June put, XLI long June put spread, XRT long June put. Guy Adami is long CELG, EXAS, GDX, INTC, Guy Adami's wife, Linda Snow, works at Merck.  ",https://www.cnbc.com/2017/05/31/your-first-trade-for-wednesday-may-31.html
214,Islamic State fighters seal off Mosul mosque preparing for last stand,Business News,31-05-2017,"Smoke billows from behind the Great Mosque of al-Nuri in Mosul's Old City on April 17, 2017, during an offensive by Iraqi security forces to recapture the city from Islamic State.Islamic State militants have closed the streets around Mosul's Grand al-Nuri Mosque, residents said, apparently in preparation for a final showdown in the battle over their last major stronghold in Iraq.Dozens of fighters were seen by residents taking up positions in the past 48 hours around the medieval mosque, the site where Islamic State leader Abu Bakr al-Baghdadi declared an Islamist caliphate in July 2014.Islamic State's black flag has been flying from the mosque since the militants captured Mosul and seized swathes of Iraq and Syria in the summer of 2014.U.S.-backed Iraqi government forces retook eastern Mosul in January and began a new push on Saturday to capture the group's remaining enclave in western Mosul, comprising of the Old City center where the mosque is located, and three adjacent districts alongside the western bank of the River Tigris.The fall of the city would, in effect, mark the end of the Iraqi half of the self-styled caliphate. Meanwhile in Syria, Kurdish forces backed by U.S.-air strikes are beseiging Islamic State forces in the city of Raqqa, the militants' de facto capital in that country.Up to 200,000 people still live in harrowing conditions behind Islamic State lines in Mosul, running low on food, water and medicine, and with difficult access to hospitals, the United Nations said on Sunday.The Grand al-Nuri Mosque has become a symbolic focus of the campaign, with Iraqi commanders privately saying they hope to capture it during Ramadan, the Muslim fasting month which started over the weekend in Iraq.""Daesh's fighters know that the mosque is the most important target and they are preparing for a major battle there,"" said Hisham al-Hashemi, who advises several Middle East government including Iraq's on Islamic State affairs.But a battle in or near the mosque would put the building and its famed leaning minaret at risk, experts have said.The minaret, several feet off the perpendicular and standing on humid soil, is particularly vulnerable as it has not been renovated since 1970. Its tilt gave the landmark its popular name - al-Hadba, or the hunchback.The Mosul offensive, now in its eighth month, has taken much more time than expected as Islamic State is fighting in the middle of civilians and using them as human shields.Over the past few days, the militants ordered dozens of families living in the Zanjili district to move into the Old City to prevent them from escaping toward the Iraqi forces trying to advance from the northern side, a resident said.Government forces have been dropping leaflets over the districts telling families to flee but the intensity of the fighting has prevented people from escaping.The militants been countering the offensive with suicide car and motorbike bombs, snipers, booby-traps and mortar fire.About 700,000 people, about a third of the pre-war city's population, have already fled, seeking refuge either with friends and relatives or in camps.",https://www.cnbc.com/2017/05/31/islamic-state-fighters-seal-off-mosul-mosque-preparing-for-last-stand.html
215,"Cloud play VMware to rally nearly 20% on Amazon partnership, analyst says",Investing,31-05-2017,"Lluis Gene | AFP | Getty ImagesInvestors should buy VMware because its partnerships with cloud providers will drive growth, according to Robert W. Baird, which raised its rating on the company to outperform from neutral. VMware will report first-quarter earnings on Thursday after the market close.""The recent partnership between VMware and AWS [Amazon Web Services] has been received with great positivity and excitement, according to our channel work,"" analyst Jayson Noland wrote in a note to clients Wednesday. ""Naturally, a co-development between the respective leaders in private and public clouds should offer an unparalleled level of seamlessness in hybrid cloud mobility, which to date remains one of the largest challenges to enterprise cloud deployment."" VMware and Amazon announced a strategic partnership in October.  Noland raised his VMware price target to $115 from $90, representing 19 percent upside from Tuesday's close. The analyst cited how Amazon will create dedicated solutions for VMware, which will enable the company's customers to use old applications on AWS without ""rewriting, retooling and retraining."" He also noted VMware's partnership cloud deals with Microsoft Azure and IBM. ""We are positive on VMware's strategic shift to partner, not compete with the public cloud,"" he wrote. ""VMware is better strategically positioned now than in years, in our opinion.""A VMware spokesperson declined to comment for this story.\xe2\x80\x94 CNBC's Michael Bloom contributed to this story.Disclaimer",https://www.cnbc.com/2017/05/31/cloud-play-vmware-to-rally-nearly-20-percent-on-amazon-partnership-analyst-says.html
216,"China manufacturing grew more than expected in May, official survey shows",Asia Economy,30-05-2017,"VIDEO2:3802:38It's not just a numbers game in China: Expert Squawk Box AsiaGrowth in China's manufacturing sector expanded faster than expected in May, an official survey showed on Wednesday, indicating a sure and steady picture on fundamentals.The National Bureau of Statistic's official Purchasing Managers' Index (PMI) came in at 51.2 higher than the 51.0 expected and even with 51.2 in April, Reuters reported.The rise in manufacturing PMI came as activity in China's steel sector grew at its fastest pace in a year as new orders increased, another survey indicated. China's steel PMI rose to 54.8 in May from 49.1 in April, Reuters reported, citing the China Federation of Logistics and Purchasing.ANZ's senior China economist Betty Wang said in a note that the bank expects infrastructure investment to take a ""big role"" in supporting growth in the months ahead.""Infrastructure investment appears to have decoupled from the current financial deleveraging in our view. This, together with the jump in the steel sector PMI, may indicate a solid outlook for fixed asset investment,"" Wang wrote.Strong fixed asset investment will in turn help second quarter growth, which ANZ projects to reach 6.6 percent, higher than the official 6.5 percent target.Meanwhile, China's official services PMI rose to 54.5 in May from 54.0 in April. The services sector accounted for over half of the Chinese economy last year. A reading above 50 points to growth in the PMIs.But there are downside risks in the non-manufacturing PMI, warned ANZ.""The rebound was mainly supported by commercial services. But we think deteriorating sentiment in the financial sector amid regulatory tightening may weigh on overall sentiment in the non-financial sector in the near future,"" Wang wrote.Bank of Singapore's Chief Investment Officer, Johan Jooste said the market is now less focused on Chinese data as investors zoom in on the country's clampdown on liquidity and leverage.""When you look at fundamentals, the game in town is just to keep a steady track, no nasty surprises and this is what what we see this morning. It's more or less in line with what we think and that keeps the market in a sanguine frame,"" he told CNBC's ""Squawk Box"".",https://www.cnbc.com/2017/05/30/china-reports-official-may-manufacturing-pmi.html
217,Steve Ballmer: We took too long to get into hardware when I was at Microsoft,Enterprise,30-05-2017,"Steve Ballmer speaking at the ReCode Conference on May 30, 2017.Asa Mathat | ReCodeLos Angeles Clippers owner and former  CEO Steve Ballmer on Tuesday said that under his leadership Microsoft didn't do enough to develop new capabilities in hardware. The comments come after Microsoft devices like the Surface Studio and Surface Book have been well received under Ballmer's successor, Satya Nadella.Microsoft did develop new capabilities in cloud services under his reign, Ballmer told Recode's Kara Swisher and Kurt Wagner at Recode's Code Conference in Rancho Palos Verdes, California, on Tuesday. But when it comes to hardware, the company was not as proactive.""Companies get successful with an idea, with talent around the idea and with capability as a company to execute on the idea. It turns out if you want to have a second idea that is different than the first, you may need new talent, but you also need new capability. And you don't get new capability overnight,"" Ballmer said.""So if you're lucky enough to invent the first thing and the second thing before nobody else does, then you can build new capability. But I think I was too slow, in cases, to recognize the need for new capability. And particularly in hardware. I wish we'd built the capability to be a world-class hardware company, because one of the new expressions of software is essentially the hardware, and I think we came to that later than I think the company should have built that under my leadership should have built that capability earlier than we did."" During Ballmer's tenure -- from 2000 to 2014 -- Microsoft did introduce the Windows Phone platform, bringing the core operating system into the mobile age, and bought Nokia to try and kickstart a mobile handset business in 2013. However, the Windows Phone platform never took off, and the company has since written down the value of the Nokia purchase and essentially exited the phone business. The company also unveiled the Surface convertible tablet. That product stumbled early on -- in 2013 Microsoft made a $900 million write-down for the Surface RT -- but it has recovered with the release of new versions. With Ballmer as CEO, Microsoft grew its enterprise business from non-existent to about $20 billion in revenue per year, while maintaining high profits on the company's traditional cash cows, Windows and Office. But and 's Google ended up dominating the mobile market, and Amazon is now making strong strides in hardware with its Echo home assistant device.""The thing I would say we missed with Phone is we tried to use the old techniques -- software licensing and blah, blah, blah,"" Ballmer said. ""We tried to use all the same techniques, and the same techniques were never going to get us there. We had the wrong monetization model, we had the wrong delivery model -- all of that, and it's because we didn't build new capability.""But the company has since developed that new hardware capability under Nadella, Ballmer said.",https://www.cnbc.com/2017/05/30/steve-ballmer-we-took-too-long-to-get-into-hardware-when-i-was-at-microsoft.html
218,Here are the most interesting factoids from Mary Meeker's annual state of the internet presentation,Tech,31-05-2017,"VIDEO0:4500:45Here are the most interesting factoids from Mary Meeker's 2017 state of the internet presentationNews VideosMary Meeker, a partner at venture capital firm Kleiner Perkins, just delivered her annual presentation about the state of the internet. The VC and analyst raced through more than 300 slides in less than an hour, dropping a wealth of knowledge and analysis in a very short period of time.Here were some of the most startling statistics she shared.85% of new online advertising dollars spent now go to Google and Facebook.20% of queries on Google's mobile platform are done using voice instead of text.Retail store closings could break a 20-year record this year, as Amazon is opening new retail stores. Amazon has become a leading supplier of baby wipes and batteries.Gaming is more important than a lot of onlookers think, Meeker argued, as many trends that are all over the internet today started with gaming. For instance, emoji can be seen as an outgrowth of badges, originally introduced by Activision back in the early 1980s, and Nvidia started with a gaming focus in 1996, and is now used for artificial intelligence. Some gaming stats:There are 2.6 billion online gamers in the world, up from 100 million in 1995.The average gamer's age in the U.S. is 35 -- higher than many people think.161 million people watch e-sports every month.India is the fastest growing economy in the world, and ""consumers are winning"" as the internet speeds ahead.Indian consumers spend more time on Android phones than users in any other country except ChinaIndia is the leading market for Google Play downloads.4 of the top 10 apps downloaded in India come from Facebook -- WhatsApp, Facebook Messenger, Facebook, and Instagram.Indian consumers spend 7x as much time on their phones as they do watching TV, and 45% of that mobile time is spent on entertainment.Other topics included media disruption, China, and growing levels of U.S. debt. The full deck is embedded below. Correction: Meeker said that 85% of new dollars spent in online advertising go to Google and Facebook.",https://www.cnbc.com/2017/05/31/mary-meeker-presentation-2017-highlights.html
219,Alphabet expands Waze\xe2\x80\x99s carpool service \xe2\x80\x94 giving Uber a fiercer rival in its home state California,Tech,31-05-2017,"Linda Davidson | The Washington Post | Getty ImagesWaze's carpooling service will expand to all of California next week, the company announced Wednesday.The expansion of Waze Carpool, which begins Tuesday, provides another option for California's tech-savvy commuters, and could ramp up competition for transportation technology start-ups like Uber and Lyft.Waze's app allows commuters to input traffic hazards and slowdowns and see a crowd-sourced map of commuting delays. Alphabet, the parent company of Google, bought Israeli-developed Waze in 2013, integrating Google's extensive mapping and geolocation services into the app.More recently, the traffic-tracking social app has been running pilots of a service that allows users to pick up passengers along a planned route in Israel and several California communities.Alphabet is ""very happy"" with how the pilots went, said Josh Fried, head of Waze Carpool. He said the San Francisco pilot is growing every week, though he declined to share specific numbers, citing the competitive atmosphere.Unlike ride-hailing services, Waze Carpool caps payments, and drivers are limited to two rides a day. That way, the company said, drivers will be reimbursed for the wear-and-tear on their car, but will not use the carpooling app as a full-time gig.Drivers get a maximum rate of 54 cents per mile on Waze Carpool \xe2\x80\x94 the IRS limit that differentiates income and reimbursement for gas mileage and wear-and-tear \xe2\x80\x94 meaning drivers shouldn't have to declare the rides as a source of income on their taxes.Still, for such a small payment, taking a detour to pick up a stranger may seem like an unlikely scenario. But Fried said Waze's community differentiates it from ride-hailing services that can provide higher payments and fast service.Users can vet the drivers on social media, and even use Waze Carpool as a networking opportunity for those who live nearby, Fried said, not unlike the way Airbnb promises the opportunity not just for cheap accommodations, but to build a relationship with a local.Through the pilot programs, Waze has learned how to optimize waiting times and driving times for both parties to make sure it's convenient, Fried said.""Carpool for us is a really big bet,"" Fried said. ""It embodies what we think makes the best of Waze: our innovative technology, our expertise in complex routing and our friendly community that's in it to help each other out. For years, folks on the Waze platform have helped each other out by contributing to data. Now they are able to really take a sizable step in reducing congestion by taking cars off the road.""It's yet another in a series of moves by Alphabet, which has invested in both Uber and Lyft, to build a burgeoning transportation empire. Fried even said that Waze benefits from ""friends in the ride-hailing industry"" that have gotten people comfortable with seeing cars pick them up on a screen.Alphabet has also invested heavily in self-driving car technologies through its Waymo arm, which according to data has a sizable lead over rivals like Uber and Tesla in that arena.""Google has always been known for taking multiple bets in the same category \xe2\x80\x94 like messaging,"" Fried said. ""The key is, we are all focused on our individual users and what they need. Google Maps does an amazing job at mapping the whole world. Waze is all about drivers \xe2\x80\x94 there are no sidewalks on our maps.""",https://www.cnbc.com/2017/05/31/alternative-to-uber-waze-carpool-launches-statewide-in-california.html
220,"Domestic politics is greatest threat to dollar\xe2\x80\x99s global reign, says Fitch",Currencies,31-05-2017,"Jie Zhao | Corbis | Getty ImagesProposed legislation currently being scrutinized by Congress poses a greater threat to the U.S. dollar's global reserve currency status than does any competing legal tender, according to ratings agency Fitch.The two pieces of draft legislation in question \xe2\x80\x93 the Federal Reserve Transparency Act (FRTA) and the Financial Choice Act (FCA) \xe2\x80\x93 are both aimed at restricting the independence of the Federal Reserve (Fed) and permitting greater political oversight of monetary policy.The Fed is currently an independent government agency but is ultimately accountable to the public and Congress.The threat to the agency from these bills was underscored by none less than the Fed Chair herself during a session with reporters in April.""Our independence is under some threat,"" declared Janet Yellen, adding that she believed the U.S. to be better served by having a non-partisan group outside the scope of ""short-term political pressures"" as the key decision maker in the setting of interest rates.Should these initiatives be passed into law, they would gradually weaken the global appetite for the dollar to remain the world's reserve currency, a position it has held since it was chosen as such as part of the Bretton Woods Agreement of 1944.""Investors considering dollar assets and other dollar exposures would weigh the risk of political interference in monetary policy decisions and the possibility of the Fed's remit being broadened to include congressional priorities such as indirect funding of infrastructure investment,"" said James McCormack, global head of sovereign ratings at Fitch, in the note published on Wednesday.""There may also be concerns about episodes of financial sector stress being deeper and more prolonged if the Fed's policy response options were explicitly limited,"" he added.Meanwhile, the dollar has little to fear from other currencies which still lack sufficient clout to pose a serious threat to its dominance, argues McCormack.He nominates the euro as the most likely challenger to the dollar given the size and depth of its capital markets, supported by the credibility of the European Central Bank in its mandate to monitor inflation. Yet, McCormack warns its appeal is diminished by the broader political threats facing the euro zone and the possibility of more member states following the U.K. out the door following last summer's Brexit outcome.Turning to the renminbi, while McCormack acknowledges that the Chinese currency is rapidly gaining importance as a trading tender, he maintains that it is not yet truly a risk-free asset given its sovereign rating and that China still seems ""some distance"" from having an open capital account and fully internationalized currency, even if it were able to secure a higher rating.Follow CNBC International on Twitter and Facebook. ",https://www.cnbc.com/2017/05/31/domestic-politics-greatest-threat-dollar-global-reign-fitch.html
221,Exxon shareholders approve measure on climate-change report,Energy,31-05-2017,"VIDEO0:5600:56Exxon shareholders approve measure on climate-change reportNews VideosExxon Mobil shareholders on Wednesday approved a proposal calling for the oil company to disclose the impact on its business of compliance with global climate change guidelines, an issue at the heart of a probe by two state attorneys general.A preliminary tally showed the non-binding proposal passed with 62.3 percent of ballots cast, the world's largest publicly traded oil company said. The sizeable increase over last year's 38 percent support for a similar report signaled the non-binding proposal was backed by at least some of Exxon's top institutional shareholders.Exxon had stepped up efforts to persuade investors to vote against climate-related proposals at Wednesday's annual meeting with a campaign of calling, writing and lobbying shareholders in person.The world's largest publicly traded oil company opposed the proposal requiring it to report on the risks to its business from new technologies and global climate change policies, insisting it already provides the information.The stakes have gotten higher since the last vote. The business-impact issue is central to lawsuits by two state attorneys general alleging Exxon soft-peddled the risks to consumers and shareholders. Wall Street support of similar measures also has convinced energy companies including Occidental Petroleum to address the Paris climate accord's goal of keeping global temperature increases under 2-degrees Celsius.Had the proposal garnered less than last year's 38 percent support, it would have endorsed Exxon's view which is that its current reporting is appropriate, said Rob Schuwerk, senior counsel for environmental think tank Carbon Tracker Initiative.But with support this year in excess of 50 percent, the oil company will likely do more to explain potential business impacts from having to meet the Paris agreement's temperature goal, Schuwerk said prior to the vote. A result in between the two, he said, would have been ""the hazy middle"" that would still show growing investor interest in climate issues.Exxon took a conciliatory approach in a letter to investors on Tuesday. Vice President Jeff Woodbury wrote that on many of the shareholder proposals ""the corporation agrees with the underlying objective \xe2\x80\x94 we just have a different view on the best means to achieve it.""Prior shareholder letters insisted the proposals were misguided or ignored the company's efforts to spell out its position that even in a world intent on limited temperature rises, it would still need more oil.Anne Sheehan, head of corporate governance at California State Teachers' Retirement System, which backed the additional climate reporting, said Exxon's letter had suggested the voting was at least very close and would go against the company.""You're not going to do an eleventh-hour shareholder communication if everything was going swimmingly,"" she said in an interview.In addition to the vote on the climate-impact report, Exxon holders considered proposals to shift spending to dividends and buybacks from oil exploration and on a proposal to require a report on its efforts to restrict emissions of methane, a greenhouse gas.Exxon opposed all these proposals and has actively lobbied shareholders. This campaign ""is a lot more intense than normal,"" said one investor, who spoke on condition of anonymity. ""I think they're pulling out all the stops.""Billboards and ralliesClimate campaigners were also active ahead of Wednesday's vote. They organized rallies and held media briefings. In Dallas, where the meeting is taking place, they have put up billboards and signs seeking to sway votes.Changes have been driven by institutional holders shifting their positions. Big investors including State Street and BlackRock, which together hold about 9 percent of Exxon shares, recently made clear they are now giving more attention to climate issues.Bob Litterman, chairman of the risk committee at asset-management firm Kepos Capital and who holds derivatives betting that oil companies will underperform the S&P 500 index, said pressures on Exxon to spell out the potential impact of a global warming on the value of its energy assets will only grow.""Whether it's shareholders or attorneys general or the passage of time, they're going to have to become honest about the potential for their assets to be stranded,"" or become uneconomic to pursue, said Litterman.",https://www.cnbc.com/2017/05/31/exxon-steps-up-efforts-to-sway-shareholders-on-climate-report-vote.html
222,"Amazon is 'awfully scary,' says Netflix CEO Reed Hastings ",Tech,31-05-2017,"VIDEO2:2302:23Netflix CEO: Amazon is so scarySquawk AlleyNetflix CEO Reed Hastings came on CNBC's ""Squawk Alley"" on Wednesday to talk about a variety of topics, including his thoughts on Amazon and what he's currently watching. Here are some key takeaways.Netflix fears AmazonHastings sees Amazon as an ""awfully scary"" competitor, though he stopped short of saying it was Netflix's biggest threat.""Everything Amazon does is so amazing,"" he told CNBC. ""How are they doing so many business areas so well? They are trying to repeal the basic laws of business.""""They are awfully scary I would say,"" Hastings added.Netflix is prepared to spend more moneyNetflix is ready to spend $6 billion on original content in 2017 \xe2\x80\x94 and the budget is going to go up ""a lot"" in the future, Hastings said. He also pointed out that the company has kept its base price at $7.99 for eight years, although he didn't say if it will increase prices in the future.""As we grow the membership base, we want to grow the current budget,"" he said. ""There are so many great shows we don't have yet. We are going to continue as we growth the membership base to try and get more shows and more movies.""The rate of cord cutting hasn't affected the company's projected growthNetflix isn't the reason why people are quitting cable, Hastings said.""Very few people have cut the cord,"" he said. ""We have seen maybe 2 million or 3 million of 50 cut the cord. We don't think of it as a big overlap that we are driving cord cutting. In general, it is like 2 to 3 percent per year, like broadcast ratings over the last 30 years. It will take a slow, secular decline, then they will adjust the economics.Hastings has ""obscure"" taste in moviesWhat's on Hasting's Netflix queue? The CEO just watched the Swedish film ""Force Majeure,"" a drama-comedy about a family that has to piece itself together after the father runs away instead of saving his family during a natural disaster.  ""I have obscure taste,"" Hastings admitted.Watch: Hastings on cord-cuttingVIDEO5:0705:07Here's what Netflix's CEO said about the cord-cutting crisisFast Money",https://www.cnbc.com/2017/05/31/netflix-ceo-reed-hastings-amazon-is-awfully-scary.html
